City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Kashgar,39.4547,75.9797,44.6,36,20,4.47,CN,1616140767
Severo-Kuril'sk,50.6789,156.125,30.69,95,95,11.48,RU,1616140767
Hamilton,39.1834,-84.5333,37.99,70,90,23.02,US,1616140628
Sinazongwe,-17.2614,27.4618,78.87,69,0,3.94,ZM,1616140768
San Policarpo,12.1791,125.5072,84.36,69,23,7.36,PH,1616140573
Quatre Cocos,-20.2078,57.7625,84.2,70,40,10.36,MU,1616140670
Korla,41.7597,86.1469,40.44,69,61,9.35,CN,1616140769
Livingstonia,-10.606,34.1063,71.15,78,73,5.68,MW,1616140770
Yulara,-25.2406,130.9889,84.2,20,100,17.27,AU,1616140498
Auki,-8.7676,160.7034,80.58,80,89,1.63,SB,1616140770
São Félix do Xingu,-6.6447,-51.995,70.5,99,98,1.92,BR,1616140770
Vanavara,60.34,102.2797,23.9,85,100,11.63,RU,1616140431
Mount Gambier,-37.8333,140.7667,75.2,57,0,14.97,AU,1616140550
Ola,59.5833,151.2833,7.23,66,0,13.04,RU,1616140641
Dailly,46.2,7.0333,34.0,86,20,5.75,CH,1616140771
Erzin,36.9559,36.2,59.0,75,8,9.24,TR,1616140772
La Ronge,55.1001,-105.2842,32.0,74,5,4.61,CA,1616140772
Copiapó,-27.3667,-70.3333,60.8,82,90,4.61,CL,1616140772
Qax,41.4225,46.9242,46.4,57,75,4.61,AZ,1616140773
Bud,39.447,-86.1758,33.8,64,1,14.97,US,1616140773
Port Keats,-14.25,129.55,83.98,77,84,7.29,AU,1616140773
Baraboo,43.4711,-89.7443,30.0,63,1,6.91,US,1616140774
Nishihara,26.1842,127.7558,77.0,73,75,5.75,JP,1616140613
Graaff-Reinet,-32.2522,24.5308,70.0,69,47,4.0,ZA,1616140774
Chiredzi,-21.05,31.6667,83.79,50,1,5.14,ZW,1616140774
Taiyuan,37.8694,112.5603,33.8,93,90,4.47,CN,1616140775
Karpogory,64.0019,44.4451,9.52,91,100,6.87,RU,1616140775
Karratha,-20.7377,116.8463,88.38,44,81,19.35,AU,1616140681
Maryborough,-25.5333,152.7,78.01,81,2,4.0,AU,1616140775
Charlestown,-32.95,151.6667,73.0,90,100,1.99,AU,1616140776
Paka,4.6374,103.4368,87.8,66,40,9.22,MY,1616140776
Tiksi,71.6872,128.8694,-2.04,99,100,6.76,RU,1616140450
Snåase,64.2457,12.3778,30.2,64,75,11.5,NO,1616140776
Yumen,40.2833,97.2,41.99,17,0,21.63,CN,1616140777
Kendari,-3.945,122.4989,84.02,77,98,3.15,ID,1616140777
Te Anau,-45.4167,167.7167,50.94,90,0,4.7,NZ,1616140777
Talnakh,69.4865,88.3972,-12.14,92,100,4.0,RU,1616140778
Esperance,-33.8667,121.9,86.0,37,0,14.97,AU,1616140432
Port Hawkesbury,45.6169,-61.3485,30.99,93,90,8.05,CA,1616140778
Gaoual,11.75,-13.2,70.41,71,31,1.34,GN,1616140778
George Town,5.4112,100.3354,91.4,51,20,11.5,MY,1616140741
Uruçuí,-7.2294,-44.5561,73.53,90,100,0.81,BR,1616140779
Bayjī,34.9311,43.487,66.34,31,0,7.43,IQ,1616140779
Saldanha,-33.0117,17.9442,66.2,72,0,17.27,ZA,1616140533
Myaundzha,63.0494,147.1858,-11.13,93,19,3.06,RU,1616140780
Flin Flon,54.7682,-101.865,27.64,91,0,6.15,CA,1616140355
Pekalongan,-6.8886,109.6753,84.43,77,18,9.1,ID,1616140780
Laas,46.6166,10.7002,37.99,85,0,6.91,IT,1616140352
Mangit,40.5971,70.9607,60.8,31,100,2.3,UZ,1616140780
Deqing,30.5448,119.9599,57.0,94,100,1.88,CN,1616140781
Coari,-4.085,-63.1414,71.69,99,100,2.68,BR,1616140781
Putatan,5.9258,116.0609,89.01,74,20,8.05,MY,1616140781
Westport,41.1415,-73.3579,39.2,70,90,19.57,US,1616140404
Tikrit,34.6071,43.6782,67.08,28,0,7.7,IQ,1616140782
Baoro,5.6667,15.9667,80.26,63,40,4.27,CF,1616140782
Beringovskiy,63.05,179.3167,-5.78,99,100,9.08,RU,1616140534
Vestmannaeyjar,63.4427,-20.2734,46.6,93,100,21.21,IS,1616140616
Sabang,5.8933,95.3214,83.57,66,0,8.99,ID,1616140783
Pekan Nenas,1.51,103.5141,95.0,52,20,4.61,MY,1616140783
Rome,43.2128,-75.4557,28.4,40,1,9.22,US,1616140783
Rundu,-17.9333,19.7667,77.31,60,77,8.66,NA,1616140784
Martaban,16.5314,97.6111,94.37,36,69,13.0,MM,1616140784
Peniche,39.3558,-9.3811,51.01,72,30,3.0,PT,1616140784
Flinders,-34.5833,150.8552,70.0,86,100,5.01,AU,1616140341
Dongsheng,39.8161,109.9776,33.03,91,100,29.35,CN,1616140567
Naze,28.3667,129.4833,75.2,73,75,11.5,JP,1616140339
Tekeli,44.83,78.8239,40.53,91,0,6.15,KZ,1616140785
Birao,10.2849,22.7882,92.68,34,99,5.79,CF,1616140785
Kieta,-6.2167,155.6333,81.59,77,100,3.33,PG,1616140786
Ocampo,21.65,-101.5,42.19,64,0,6.08,MX,1616140786
Puerto Colombia,10.9878,-74.9547,77.0,94,0,8.05,CO,1616140573
Victoria Point,-27.5833,153.3,78.01,74,5,4.0,AU,1616140786
Copala,16.65,-98.9833,72.99,73,0,4.25,MX,1616140787
Sioux Lookout,50.1001,-91.917,32.0,40,1,5.75,CA,1616140497
Leh,34.1667,77.5833,31.68,40,4,3.47,IN,1616140787
Kot Samaba,28.5522,70.4684,96.28,12,0,6.17,PK,1616140562
Coahuayana Viejo,18.7333,-103.6833,66.45,84,0,3.31,MX,1616140787
Kununurra,-15.7667,128.7333,75.2,100,75,17.27,AU,1616140424
Rehoboth,-23.3167,17.0833,75.2,24,0,5.84,NA,1616140788
Bulgan,48.8125,103.5347,23.79,62,99,3.4,MN,1616140788
Altay,47.8667,88.1167,21.13,64,0,0.76,CN,1616140788
Houma,29.5958,-90.7195,54.0,71,1,6.91,US,1616140789
Oranjemund,-28.55,16.4333,65.91,66,0,16.62,NA,1616140789
Bumba,2.1833,22.4667,87.91,50,31,1.39,CD,1616140789
Vardø,70.3705,31.1107,19.4,86,20,18.41,NO,1616140790
Ifakara,-8.1333,36.6833,82.27,79,77,0.87,TZ,1616140790
Kiryat Gat,31.61,34.7642,66.0,53,35,1.01,IL,1616140610
Barra do Garças,-15.89,-52.2567,69.19,97,100,1.74,BR,1616140702
Pisco,-13.7,-76.2167,68.0,83,0,3.44,PE,1616140527
Neuquén,-38.9516,-68.0591,53.6,82,0,2.3,AR,1616140791
Ranst,51.19,4.5677,37.99,75,0,9.22,BE,1616140523
Noumea,-22.2763,166.4572,78.8,69,20,1.14,NC,1616140791
Mabaruma,8.2,-59.7833,69.12,96,96,1.54,GY,1616140791
Douglas,41.3,-96.167,35.01,80,1,3.53,US,1616140792
Manado,1.487,124.8455,78.8,89,40,4.61,ID,1616140792
Mehrān,33.1222,46.1646,59.0,31,0,6.91,IR,1616140792
Hohhot,40.8106,111.6522,39.2,87,40,6.71,CN,1616140793
Mayo,38.8876,-76.5119,46.0,87,90,14.97,US,1616140517
Halifax,44.6453,-63.5724,33.8,93,100,6.91,CA,1616140471
Kollam,8.8833,76.6,89.6,66,75,5.75,IN,1616140793
Zaozyornoye,45.1582,33.2787,44.01,57,85,12.57,UA,1616140794
Kadoshkino,54.0257,44.4191,25.38,91,87,7.52,RU,1616140794
Zemio,5.0314,25.1361,90.91,46,78,1.19,CF,1616140794
Petropavlovsk-Kamchatskiy,53.0452,158.6483,39.2,56,75,8.95,RU,1616140306
Chernyshevskiy,63.0128,112.4714,19.45,86,100,12.68,RU,1616140795
Hue,16.4667,107.6,84.2,70,20,12.66,VN,1616140542
Saryozek,44.3583,77.9753,46.15,43,0,9.42,KZ,1616140795
Tromsø,69.6496,18.957,28.99,80,75,36.82,NO,1616140558
Narsaq,60.9167,-46.05,24.8,50,20,6.91,GL,1616140640
Grand Forks,47.9417,-97.4337,33.8,80,1,11.5,US,1616140700
Kanungu,-0.9575,29.7897,78.64,44,46,3.83,UG,1616140796
Orsha,54.5153,30.4053,30.2,74,75,4.47,BY,1616140796
Ahome,25.9167,-109.1833,60.01,55,0,4.0,MX,1616140796
Dodge City,37.7528,-100.0171,33.01,86,1,4.61,US,1616140797
Kasempa,-13.4584,25.8338,68.11,93,86,5.17,ZM,1616140797
Constantine,36.365,6.6147,41.0,87,75,1.14,DZ,1616140201
Kaeo,-35.1,173.7833,63.0,79,0,1.99,NZ,1616140451
Prince Rupert,54.3161,-130.3201,42.8,81,40,8.05,CA,1616140798
Almeirim,-1.5233,-52.5817,71.96,98,100,1.99,BR,1616140798
Skagen,57.7209,10.5839,33.8,75,40,11.5,DK,1616140798
Tilichiki,60.4667,166.1,2.79,94,100,9.01,RU,1616140398
Gweta,-20.1833,25.2333,82.89,41,24,13.6,BW,1616140799
Olafsvik,64.8945,-23.7142,39.38,91,100,4.25,IS,1616140516
Pryluky,50.5932,32.3876,34.93,87,100,3.62,UA,1616140799
Belmonte,-15.8631,-38.8828,71.6,94,40,2.3,BR,1616140440
Amahai,-3.3333,128.9167,83.66,79,92,3.04,ID,1616140799
Radford,37.1318,-80.5764,48.0,100,90,10.36,US,1616140749
Salmo,49.1999,-117.2689,43.0,93,99,4.61,CA,1616140800
Teluk Nibung,3.001,99.8164,86.18,65,100,8.95,ID,1616140800
Três Passos,-27.4556,-53.9319,58.48,91,0,6.22,BR,1616140800
Havøysund,70.9963,24.6622,24.8,80,20,28.77,NO,1616140605
Ada,43.4166,-116.1262,57.2,33,90,9.22,US,1616140428
Mountrath,52.9989,-7.4728,46.0,90,69,5.01,IE,1616140801
Kulhudhuffushi,6.6221,73.07,82.71,66,77,7.4,MV,1616140802
Pitimbu,-7.4706,-34.8086,73.4,100,20,3.44,BR,1616140496
Lashio,22.9333,97.75,95.41,11,63,6.2,MM,1616140802
Clyde River,70.4692,-68.5914,-22.0,76,1,1.86,CA,1616140335
Rey Bouba,8.6724,14.1786,86.59,44,99,6.64,CM,1616140803
Makkah al Mukarramah,21.4267,39.8261,90.57,26,0,6.15,SA,1616140508
Trairi,-3.2778,-39.2689,73.69,94,85,5.03,BR,1616140550
Folkestone,51.0833,1.1833,43.0,82,2,8.01,GB,1616140804
Kruisfontein,-34.0033,24.7314,72.0,63,14,8.01,ZA,1616140602
Santa Vitória do Palmar,-33.5189,-53.3681,56.34,81,7,4.72,BR,1616140804
Reconquista,-29.15,-59.65,57.67,74,0,6.08,AR,1616140326
Tawang Town,27.5833,91.8667,56.68,53,42,7.54,IN,1616140805
Gorontalo,0.5412,123.0595,82.51,86,100,3.0,ID,1616140806
Sierre,46.2919,7.5356,33.8,86,20,5.75,CH,1616140807
Pacific Grove,36.6177,-121.9166,55.0,87,80,1.99,US,1616140315
Rantepao,-2.9701,119.8978,76.75,91,100,1.77,ID,1616140808
Okhotsk,59.3833,143.3,14.45,71,0,14.12,RU,1616140809
São Geraldo do Araguaia,-6.4006,-48.555,71.91,98,100,0.78,BR,1616140809
Shikarpur,27.9571,68.6379,89.6,43,0,4.47,PK,1616140810
Kodinsk,58.6881,99.1844,26.28,88,100,10.27,RU,1616140650
Wangqing,43.3218,129.7634,46.96,37,92,1.7,CN,1616140811
Le Pont-de-Claix,45.1244,5.7064,39.0,80,0,3.44,FR,1616140474
Kudahuvadhoo,2.6708,72.8944,83.28,70,29,7.54,MV,1616140812
Mozarlândia,-14.7447,-50.5706,70.99,93,100,2.59,BR,1616140812
Quang Ngai,15.1167,108.8,82.6,71,0,8.72,VN,1616140813
Atikokan,48.7555,-91.6216,29.35,85,3,7.05,CA,1616140813
Vila Franca do Campo,37.7167,-25.4333,57.2,82,40,5.75,PT,1616140466
Cintalapa,16.6951,-93.7272,67.59,88,98,10.65,MX,1616140814
Mizdah,31.4451,12.9801,58.14,67,91,10.67,LY,1616140814
Imbituba,-28.24,-48.6703,73.4,73,40,9.22,BR,1616140815
Las Cruces,32.3123,-106.7783,52.0,28,1,6.91,US,1616140815
Ternate,0.8,127.4,83.44,74,100,7.45,ID,1616140816
Carutapera,-1.195,-46.02,73.2,94,100,2.68,BR,1616140816
Mikkeli,61.6886,27.2723,17.6,67,0,7.87,FI,1616140817
Qui Nhon,13.7667,109.2333,81.16,72,0,8.34,VN,1616140448
Cabedelo,-6.9811,-34.8339,73.4,100,20,3.44,BR,1616140817
Zhezkazgan,47.8043,67.7144,33.13,69,100,20.56,KZ,1616140817
Mangla,31.8931,72.3817,92.25,17,0,6.13,PK,1616140764
Namatanai,-3.6667,152.4333,82.35,71,74,7.4,PG,1616140468
Nolinsk,57.5596,49.9363,26.6,91,92,6.15,RU,1616140818
Bathsheba,13.2167,-59.5167,75.2,64,75,14.97,BB,1616140819
Buala,-8.145,159.5921,81.36,76,52,2.08,SB,1616140338
Izhma,65.0083,53.9113,13.55,94,100,7.7,RU,1616140819
Jamalteca,14.7,-87.5833,69.98,92,87,1.21,HN,1616140820
Balclutha,-46.2339,169.75,57.99,63,44,4.0,NZ,1616140820
Akureyri,65.6835,-18.0878,50.0,62,75,16.11,IS,1616140821
Mago,53.2514,140.1822,24.67,75,80,3.13,RU,1616140821
Isangel,-19.55,169.2667,76.8,80,100,12.66,VU,1616140822
Porosozero,62.7191,32.727,11.91,89,100,9.55,RU,1616140823
Sept-Îles,50.2001,-66.3821,5.0,47,1,10.36,CA,1616140348
Wāngjing,24.6,94.0333,77.0,57,20,6.91,IN,1616140824
Homer,59.6425,-151.5483,19.99,57,1,9.53,US,1616140812
San Andrés,12.5847,-81.7006,80.6,78,75,12.66,CO,1616140343
Great Yarmouth,52.6083,1.7305,45.0,87,20,3.44,GB,1616140824
Zhigansk,66.7697,123.3711,20.37,81,100,11.63,RU,1616140478
Bukachacha,52.9833,116.9167,26.73,74,100,4.14,RU,1616140825
Nyurba,63.2842,118.3319,22.64,92,100,11.07,RU,1616140825
Banjar,-8.19,114.9675,87.8,74,20,13.8,ID,1616140412
Kholodnyy,62.7167,147.95,-10.17,94,30,0.81,RU,1616140826
Mahibadhoo,3.7833,72.9667,83.23,71,43,9.22,MV,1616140827
Ereymentau,51.6199,73.1033,31.33,73,100,8.23,KZ,1616140848
Ancud,-41.8697,-73.8203,48.99,100,0,3.44,CL,1616140439
Mahajanga,-15.7167,46.3167,82.4,74,20,5.75,MG,1616140411
Porto Torres,40.835,8.3972,44.6,93,40,2.3,IT,1616140849
Bakchar,57.0186,82.0711,28.13,90,100,11.3,RU,1616140337
Klaksvík,62.2266,-6.589,44.6,100,20,8.05,FO,1616140850
Santa Maria,-29.6842,-53.8069,59.43,98,4,5.68,BR,1616140850
Ubari,26.5921,12.7805,78.46,15,0,17.72,LY,1616140851
Tuy Hoa,13.0833,109.3,81.95,73,1,9.4,VN,1616140851
Menzel Salem,35.8567,8.4765,42.8,70,40,5.75,TN,1616140852
Moses Lake,47.1301,-119.2781,48.2,66,75,5.75,US,1616140583
Sørland,67.667,12.6934,37.4,93,90,32.21,NO,1616140568
Grand-Santi,4.25,-54.3833,66.42,99,28,1.32,GF,1616140852
North Bend,43.4065,-124.2243,48.99,81,75,9.22,US,1616140853
Ville-Marie,47.3335,-79.433,14.0,73,1,4.61,CA,1616140853
Tyubuk,56.0552,60.9405,27.57,92,100,9.66,RU,1616140854
Oskaloosa,41.2964,-92.6444,33.8,64,1,4.61,US,1616140854
Tual,-5.6667,132.75,84.38,67,93,7.27,ID,1616140855
Oleksandrivka,46.8383,32.7612,39.2,93,90,8.95,UA,1616140855
Murmashi,68.8154,32.8115,17.6,73,0,4.79,RU,1616140856
Kaitangata,-46.2817,169.8464,57.99,63,60,4.0,NZ,1616140856
Bisert',56.8617,59.0523,31.03,90,99,6.71,RU,1616140857
Sorong,-0.8833,131.25,84.31,73,24,9.69,ID,1616140857
Bukama,-9.2,25.85,81.28,75,92,2.48,CD,1616140858
Caxito,-8.5785,13.6643,82.4,74,75,6.91,AO,1616140858
Morris,40.8334,-74.5329,37.4,35,90,18.41,US,1616140859
Hobyo,5.3505,48.5268,86.27,61,3,14.43,SO,1616140859
Luganville,-15.5333,167.1667,80.13,83,62,5.61,VU,1616140859
Ranong,9.9658,98.6348,95.0,49,40,5.75,TH,1616140860
Dumra,26.5667,85.5167,100.13,9,100,15.03,IN,1616140861
Leshukonskoye,64.8989,45.7622,9.23,93,100,6.8,RU,1616140861
Abalak,58.1286,68.5944,28.02,90,100,9.37,RU,1616140862
Inhambane,-23.865,35.3833,84.2,70,40,0.45,MZ,1616140862
‘Ewa Beach,21.3156,-158.0072,69.8,68,90,9.22,US,1616140509
Port Hedland,-20.3167,118.5667,82.4,54,90,27.63,AU,1616140862
Ketchikan,55.3422,-131.6461,37.62,98,100,2.89,US,1616140863
Oistins,13.0667,-59.5333,75.2,64,75,14.97,BB,1616140863
Los Llanos de Aridane,28.6585,-17.9182,62.6,39,20,8.05,ES,1616140591
Kyra,49.5776,111.9753,26.92,55,43,11.03,RU,1616140864
Quincy,42.2529,-71.0023,37.4,86,100,11.5,US,1616140864
Roswell,34.0232,-84.3616,45.0,81,75,8.05,US,1616140864
Disraeli,45.9001,-71.3491,12.0,59,0,4.0,CA,1616140865
Tongliao,43.6125,122.2653,49.24,21,100,7.2,CN,1616140865
Yushu,44.8,126.5333,40.15,56,70,5.68,CN,1616140815
Alès,44.1333,4.0833,45.0,52,0,8.05,FR,1616140866
Berlevåg,70.8578,29.0864,19.4,86,100,25.32,NO,1616140421
Buluang,13.3068,123.3425,84.24,77,84,3.2,PH,1616140866
Dhidhdhoo,6.8833,73.1,82.87,67,51,7.02,MV,1616140623
Arrondissement de Villeneuve-sur-Lot,44.5,0.6667,42.8,93,90,5.75,FR,1616140866
Aklavik,68.2191,-135.0107,-13.0,77,99,5.75,CA,1616140867
Arvika,59.6553,12.5852,24.8,80,0,5.75,SE,1616140867
Puerto Ayacucho,5.6639,-67.6236,73.89,79,85,2.04,VE,1616140867
Koulikoro,14.0,-7.75,80.49,10,5,9.35,ML,1616140868
Pulandian,39.3953,121.9669,51.8,32,0,8.95,CN,1616140868
Coromandel,-18.4733,-47.2003,63.55,89,99,3.22,BR,1616140868
Egvekinot,66.3167,-179.1667,-15.38,71,0,5.3,RU,1616140869
Parlākimidi,18.7667,84.0833,102.65,14,100,7.38,IN,1616140869
Goderich,43.7501,-81.7165,26.6,54,0,11.5,CA,1616140581
Cockburn Town,21.4612,-71.1419,74.84,77,19,16.51,TC,1616140801
Dunedin,-45.8742,170.5036,55.99,77,43,8.99,NZ,1616140486
Orlik,52.5178,99.825,16.95,60,100,4.79,RU,1616140870
Limbang,4.75,115.0,87.8,74,75,11.5,MY,1616140870
High Level,58.5169,-117.136,28.4,86,75,2.3,CA,1616140870
Bara,10.3744,10.7288,86.09,40,3,8.57,NG,1616140871
Ahipara,-35.1667,173.1667,61.59,71,16,8.97,NZ,1616140558
Palatka,29.6486,-81.6376,63.0,77,0,8.1,US,1616140871
Acapulco de Juárez,16.8634,-99.8901,72.91,79,0,4.38,MX,1616140606
Catherinas Lust,6.4,-57.6,74.82,81,82,9.13,GY,1616140871
Nosy Varika,-20.5833,48.5333,82.65,67,5,4.41,MG,1616140872
Esim,4.8699,-2.2405,80.46,74,100,4.12,GH,1616140872
Departamento de Maldonado,-34.6667,-54.9167,55.0,94,75,2.3,UY,1616140499
Soubre,5.7856,-6.6083,76.28,82,84,2.86,CI,1616140872
Sunndalsøra,62.6754,8.5515,37.4,100,75,3.44,NO,1616140873
Saltpond,5.2091,-1.0606,79.12,77,100,7.29,GH,1616140719
Port Lincoln,-34.7333,135.8667,72.12,62,0,13.51,AU,1616140428
Villa Bruzual,9.3328,-69.1208,74.98,64,96,8.12,VE,1616140873
Itarema,-2.9248,-39.9167,74.88,92,50,6.55,BR,1616140206
Emerald,-23.5333,148.1667,86.0,54,90,11.5,AU,1616140874
Vizinga,61.0749,50.1031,28.87,91,96,4.18,RU,1616140874
Leningradskiy,69.3833,178.4167,-20.88,88,0,1.43,RU,1616140362
Akdepe,42.0551,59.3788,62.6,55,100,16.11,TM,1616140875
Thompson,55.7435,-97.8558,32.0,59,1,4.61,CA,1616140875
Lagunas,-5.2269,-75.6753,72.64,99,100,1.41,PE,1616140875
Mangai,-4.05,19.5333,79.68,85,98,1.81,CD,1616140751
Buraidah,26.326,43.975,73.4,35,0,8.05,SA,1616140876
Acajutla,13.5928,-89.8275,71.01,92,68,4.88,SV,1616140625
Promyshlennaya,54.9159,85.6385,21.2,73,40,11.18,RU,1616140876
Nioro,13.35,-15.75,64.22,83,12,5.55,GM,1616140876
Okato,-39.2,173.8833,55.99,74,0,3.0,NZ,1616140877
Kinablangan,7.6947,126.5503,82.8,77,100,8.61,PH,1616140877
Puerto Rondón,6.2805,-71.1,74.12,77,36,5.86,CO,1616140877
Calvinia,-31.4707,19.776,62.6,55,0,5.75,ZA,1616140878
